DATE,ID_PROD,DATA_TYPE,DTI,DTE,M_B,X_B,M_S,X_S,TVA,RS_S11,RS_S13,CS_S11,CS_S13,CCF_S13,VA_NM,VA_M,P,ATSLP,SSLP,VA,CI,FBCF_S14,FBCF_S11,FBCF_S13,FBCF,VS,CF,CF_S13,CI_S13,CI_S11,P_S11,CF_S14,PIB_E,PIB_R
2015-03-31,000,N,6922.25132252974,87.7853348427836,38512.2101313693,2892.85361839218,11211.064146022,25420.581012381,9562.06109330932,34675.9356366735,28856.2241294048,9329.2011682286,5428.75309220324,6630.5903774937,40915.5675991018,86708.7731918485,225160.387340278,1157.95207605839,-419.320197519856,127624.34079095,97536.0465493274,6504.68079011129,12867.8964072251,7906.97981824068,27279.557015577,260.211077524323,138805.141973687,43584.7807017298,2669.21310262803,94866.8334466994,181575.606638548,95220.3612719572,144935.07042017,144935.070420171
2015-06-30,000,N,7838.34053911512,150.347150364844,42158.8433289817,5032.91698433794,10428.8629622141,24493.8866185407,9593.76583362955,34610.0828122126,29159.0148087062,9458.57267867333,5474.86594071723,6659.51830296175,41293.3990523852,78049.6817132737,226709.303197879,1168.93951824614,-335.035154826924,119343.080765659,107366.22243222,6510.48893526855,13729.432087296,8033.44187706101,28273.3628996256,170.494953115863,132376.483487763,44253.3510402443,2959.95198785907,104406.270444361,182455.952157635,88123.1324475188,137759.438652187,137759.438652188
2015-09-30,000,N,7407.77393600197,81.0432609913661,41295.2779086353,3070.38204111354,10020.2959098351,24337.0637455053,9460.64168769915,34788.0096715436,29508.7665635557,9581.6170383397,5547.87677592919,6676.75146273403,41733.3948022189,82385.8254191378,221580.570394926,1150.39188348229,-216.12308410268,124119.220221357,97461.3501735689,6484.54786859997,13906.0186239343,8070.48102941017,28461.0475219444,21.6419377957701,137428.38647754,45006.5482110391,3273.15340882017,94188.1967647487,176574.022183887,92421.8382665009,142002.947905429,142002.947905429
2015-12-31,000,N,7312.63420235317,119.824253801005,42740.6686310135,3104.84735615635,9940.77698192871,23997.4686235728,9883.53138536204,34752.9718795703,29446.9944983334,9595.60911475837,5560.50419115032,6682.28985681052,41689.7885462943,88020.5696757399,225359.739066919,1182.71652221311,-94.5215635505692,129710.358222034,95649.3808448846,6558.28240602021,15314.6528815444,8018.09727528814,29891.0325628527,-186.347968435955,143988.988061009,45237.3200469868,3547.53150069252,92101.8493441921,180122.419019932,98751.6680140222,148114.543022213,148114.543022213
2016-03-31,000,N,7388.86970474031,103.581293859851,40226.2667023672,3703.28903319146,9966.36122923221,23339.4131288534,9486.31261735829,34520.0243510168,29298.2606810436,9551.06530864276,5521.23309816383,6676.13348519123,41495.6272643986,90575.4003116425,226998.87025286,1206.48165696164,21.6954108617292,132071.027576041,94927.8426768189,6523.46788659007,13637.0702463685,7876.29061469492,28036.8287476535,-453.474765579313,145844.540047303,45297.4331482273,3801.80588382871,91126.0367929902,181701.437104633,100547.106899076,150277.968259823,150277.968259823
2016-06-30,000,N,7398.05905825358,92.7154550120226,37962.5969869257,3213.06823412515,10659.1998500379,25301.0322069348,9809.93725447731,35092.3553963787,29588.4570688549,9733.82210771049,5576.14309628491,6668.78554246702,41833.3857076069,87520.7968421556,229525.306135218,1234.05855348676,107.992689877015,129354.182549762,100171.123585456,6568.8846228198,12693.0152857309,7677.15170457967,26939.0516131304,-520.535578204931,141686.125921847,45945.3716766364,4111.98596902951,96059.1376164265,183579.934458582,95740.7542452106,147996.945560869,147996.945560869
2016-09-30,000,N,7454.7897438044,81.9417795187247,40219.3526500085,5479.10840247073,9860.61656785035,24512.7110858249,9913.58464099959,35750.645191412,29793.8837530597,9861.24329010309,5632.39061303452,6660.2460286379,42086.5203947321,88209.9026556172,233840.812646877,1267.25723333971,149.41969875183,130296.423050349,103544.389596528,6702.91588854376,12586.6346680354,7420.68054494237,26710.2311015216,-387.530406312809,142928.865181118,46507.119949829,4420.59955509691,99123.7900414311,187333.692697048,96421.745231289,149163.416146764,149163.416146763
2016-12-31,000,N,7660.2814932018,96.7614716094025,42580.7836606983,6401.53433021261,10037.8223528788,24277.8435783874,10056.1654871648,36472.9750611925,29987.3984970417,10003.8692935437,5663.23319251676,6650.51494370386,42301.1466332624,83672.2201905846,231292.010965046,1257.20255621017,135.892200507647,125973.366823847,105318.644141199,6940.731602048,13340.279799865,7106.87713578305,27387.8885376961,-54.4592499029467,139785.468849725,47013.0752253072,4711.92859204485,100606.715549154,184278.935739739,92772.3936244178,145179.670032541,145179.670032541
2017-03-31,000,N,8087.37877552425,116.506369936359,43753.5804637825,4513.93038157594,10659.4964797472,25040.384473771,10204.4041093539,36926.6675609682,30321.2943835624,10114.1880268749,5661.54829229878,6639.59228766491,42622.4349635261,93950.9263715452,237212.526946516,1286.96347307855,85.0032729261402,136573.361335071,100639.165611445,7187.96402951328,12853.3918849511,6735.74147710168,26777.0973915661,478.677891024656,153956.604141482,47589.1524023161,4966.71743879002,95672.448172655,189623.3745442,106367.451739166,156353.61733589,156353.61733589
2017-06-30,000,N,7296.87740164739,81.0401916184198,44567.4613992624,4541.15302521274,10866.3874552563,26076.0693799352,10543.559281553,37080.025639795,30515.7594549159,10185.7698687302,5708.73876401304,6641.98931018337,42866.4875291123,92133.3075295913,245611.543136574,1325.08438084491,8.39159553181162,134999.795058704,110611.74807787,7480.48488042418,14253.1229606048,6509.59062278847,28243.1984638174,831.261590985834,149996.914304466,47978.1431999319,5111.65567081961,105500.09240705,197633.399936642,102018.771104534,154254.747909899,154254.7479099
